data_doi,data_title,data_authors,publicationYear,dates,registered,source-id,relation-type-id,subj_id,occurred-at,Page endpoint,pub_Title,pub_authors,publisher,pub_type,pub_date,pub_doi,data_publisher
10.5285/1de712d3-081e-4b44-b880-b6a1ebf9fcd8,State tagging application for environmental data quality assurance,"['Tso, C.-H.M.']",2020,"[{'date': '2020-04-22', 'dateType': 'Submitted'}, {'date': '2020-04-20', 'dateType': 'Created'}, {'date': '2020', 'dateType': 'Issued'}]",2020-04-22T13:59:39.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.3389/fenvs.2020.00046,2023-02-09T11:09:48.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,State Tagging for Improved Earth and Environmental Data Quality Assurance,"[['Chak-Hau Michael', 'Tso'], ['Peter', 'Henrys'], ['Susannah', 'Rennie'], ['John', 'Watkins']]",journal-article,journal-article,"[[2020, 5, 6]]",10.3389/fenvs.2020.00046,Environmental Information Data Centre (EIDC)
10.5285/1de712d3-081e-4b44-b880-b6a1ebf9fcd8,State tagging application for environmental data quality assurance,"['Tso, C.-H.M.']",2020,"[{'date': '2020-04-22', 'dateType': 'Submitted'}, {'date': '2020-04-20', 'dateType': 'Created'}, {'date': '2020', 'dateType': 'Issued'}]",2020-04-22T13:59:39.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.5194/egusphere-egu2020-4613,2023-02-09T11:09:48.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,State tagging for improved earth and environmental data quality assurance,"[['Michael', 'Tso'], ['Peter', 'Henrys'], ['Susannah', 'Rennie'], ['John', 'Watkins']]",posted-content,posted-content,"[[2020, 3, 9]]",10.5194/egusphere-egu2020-4613,Environmental Information Data Centre (EIDC)
10.5285/4c9613ce-de52-41b1-9fde-7c41f9199686,UK Environmental Change Network (ECN) carabid beetle data: 1992-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015,"[{'date': '2015-02-25', 'dateType': 'Submitted'}, {'date': '2015', 'dateType': 'Issued'}]",2015-10-09T08:31:35.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecolind.2015.11.009,2023-12-15T13:38:48.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"Ground beetles (Coleoptera, Carabidae) as indicators of change and pattern in the agroecosystem: Longer surveys improve understanding","[['M.D.', 'Eyre'], ['S.D.', 'McMillan'], ['C.N.R.', 'Critchley']]",journal-article,journal-article,"[[2015, 12, 4]]",10.1016/j.ecolind.2015.11.009,Environmental Information Data Centre (EIDC)
10.5285/4c9613ce-de52-41b1-9fde-7c41f9199686,UK Environmental Change Network (ECN) carabid beetle data: 1992-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015,"[{'date': '2015-02-25', 'dateType': 'Submitted'}, {'date': '2015', 'dateType': 'Issued'}]",2015-10-09T08:31:35.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecolind.2015.11.031,2023-12-15T13:38:48.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Interspecific networks in ground beetle (Coleoptera: Carabidae) assemblages,"[['Gabor', 'Pozsgai'], ['John', 'Baird'], ['Nick A.', 'Littlewood'], ['Robin J.', 'Pakeman'], ['Mark', 'Young']]",journal-article,journal-article,"[[2015, 12, 17]]",10.1016/j.ecolind.2015.11.031,Environmental Information Data Centre (EIDC)
10.5285/4c9613ce-de52-41b1-9fde-7c41f9199686,UK Environmental Change Network (ECN) carabid beetle data: 1992-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015,"[{'date': '2015-02-25', 'dateType': 'Submitted'}, {'date': '2015', 'dateType': 'Issued'}]",2015-10-09T08:31:35.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecolind.2016.01.060,2023-12-15T13:38:48.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"Providing information on environmental change: Data management, discovery and access in the UK Environmental Change Network Data Centre","[['Susannah C.', 'Rennie']]",journal-article,journal-article,"[[2016, 2, 28]]",10.1016/j.ecolind.2016.01.060,Environmental Information Data Centre (EIDC)
10.5285/4c9613ce-de52-41b1-9fde-7c41f9199686,UK Environmental Change Network (ECN) carabid beetle data: 1992-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015,"[{'date': '2015-02-25', 'dateType': 'Submitted'}, {'date': '2015', 'dateType': 'Issued'}]",2015-10-09T08:31:35.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1111/een.12288,2023-12-15T13:38:48.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Long‐term changes in ground beetle (<scp>C</scp>oleoptera: <scp>C</scp>arabidae) assemblages in <scp>S</scp>cotland,"[['GABOR', 'POZSGAI'], ['JOHN', 'BAIRD'], ['NICK A.', 'LITTLEWOOD'], ['ROBIN J.', 'PAKEMAN'], ['MARK R.', 'YOUNG']]",journal-article,journal-article,"[[2015, 12, 1]]",10.1111/een.12288,Environmental Information Data Centre (EIDC)
10.5285/4c9613ce-de52-41b1-9fde-7c41f9199686,UK Environmental Change Network (ECN) carabid beetle data: 1992-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015,"[{'date': '2015-02-25', 'dateType': 'Submitted'}, {'date': '2015', 'dateType': 'Issued'}]",2015-10-09T08:31:35.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1186/s41610-017-0039-y,2023-12-15T13:38:48.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,A case study of ECN data conversion for Korean and foreign ecological data integration,"[['Hyeonjeong', 'Lee'], ['Miyoung', 'Shin'], ['Ohseok', 'Kwon']]",journal-article,journal-article,"[[2017, 5, 18]]",10.1186/s41610-017-0039-y,Environmental Information Data Centre (EIDC)
10.5285/5a715fd9-aefa-40cc-bbb6-56984b6db554,UK Environmental Change Network (ECN) stream water chemistry data: 1992-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015,"[{'date': '2015-02-25', 'dateType': 'Submitted'}, {'date': '2015', 'dateType': 'Issued'}]",2015-09-22T12:47:37.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecolind.2015.11.033,2021-03-16T15:14:24.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"Identifying DOC gains and losses during a 20-year record in the Trout Beck catchment, Moor House, UK","[['C.S.', 'Moody'], ['F.', 'Worrall'], ['T.P.', 'Burt']]",journal-article,journal-article,"[[2015, 12, 15]]",10.1016/j.ecolind.2015.11.033,Environmental Information Data Centre (EIDC)
10.5285/5a715fd9-aefa-40cc-bbb6-56984b6db554,UK Environmental Change Network (ECN) stream water chemistry data: 1992-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015,"[{'date': '2015-02-25', 'dateType': 'Submitted'}, {'date': '2015', 'dateType': 'Issued'}]",2015-09-22T12:47:37.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecolind.2016.01.060,2021-03-16T15:14:24.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"Providing information on environmental change: Data management, discovery and access in the UK Environmental Change Network Data Centre","[['Susannah C.', 'Rennie']]",journal-article,journal-article,"[[2016, 2, 28]]",10.1016/j.ecolind.2016.01.060,Environmental Information Data Centre (EIDC)
10.5285/18b7c387-037d-4949-98bc-e8db5ef4264c,UK Environmental Change Network (ECN) precipitation chemistry data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",2017,"[{'date': '2017-11-30', 'dateType': 'Submitted'}, {'date': '2017', 'dateType': 'Issued'}]",2017-11-30T16:55:29.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.scitotenv.2019.136249,2024-02-27T16:30:01.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Modelling long-term impacts of fertilization and liming on soil acidification at Rothamsted experimental station,"[['Donghao', 'Xu'], ['Alison', 'Carswell'], ['Qichao', 'Zhu'], ['Fusuo', 'Zhang'], ['Wim', 'de Vries']]",journal-article,journal-article,"[[2019, 12, 26]]",10.1016/j.scitotenv.2019.136249,Environmental Information Data Centre (EIDC)
10.5285/38f382d6-e39e-4e6d-9951-1f5aa04a1a8c,"Data from automatic water monitoring buoy from Blelham Tarn, 2008 to 2011","['Jones, I.', 'Feuchtmayr, H.']",2017,"[{'date': '2017-02-13', 'dateType': 'Submitted'}, {'date': '2011-02-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-02-13T11:27:51.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.3389/fenvs.2020.00046,2024-02-27T16:21:33.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,State Tagging for Improved Earth and Environmental Data Quality Assurance,"[['Chak-Hau Michael', 'Tso'], ['Peter', 'Henrys'], ['Susannah', 'Rennie'], ['John', 'Watkins']]",journal-article,journal-article,"[[2020, 5, 6]]",10.3389/fenvs.2020.00046,Environmental Information Data Centre (EIDC)
10.5285/38f382d6-e39e-4e6d-9951-1f5aa04a1a8c,"Data from automatic water monitoring buoy from Blelham Tarn, 2008 to 2011","['Jones, I.', 'Feuchtmayr, H.']",2017,"[{'date': '2017-02-13', 'dateType': 'Submitted'}, {'date': '2011-02-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-02-13T11:27:51.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.5194/egusphere-egu2020-4613,2024-02-27T16:21:33.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,State tagging for improved earth and environmental data quality assurance,"[['Michael', 'Tso'], ['Peter', 'Henrys'], ['Susannah', 'Rennie'], ['John', 'Watkins']]",posted-content,posted-content,"[[2020, 3, 9]]",10.5194/egusphere-egu2020-4613,Environmental Information Data Centre (EIDC)
10.5285/393a5946-8a22-4350-80f3-a60d753beb00,"Surface temperature, surface oxygen, water clarity, water chemistry and phytoplankton chlorophyll a data from Blelham Tarn, 1945 to 2013","['Maberly, S.C.', 'Brierley, B.', 'Carter, H.T.', 'Clarke, M.A.', 'De Ville, M.M.', 'Fletcher, J.M.', 'James, J.B.', 'Keenan, P.', 'Kelly, J.L.', 'Mackay, E.B.', 'Parker, J.E.', 'Patel, M.', 'Pereira, M.G.', 'Rhodes, G.', 'Tanna, B.', 'Thackeray, S.J.', 'Vincent, C.', 'Feuchtmayr, H.']",2017,"[{'date': '2017-04-28', 'dateType': 'Submitted'}, {'date': '2013-12-31', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-05-03T10:04:18.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.3389/fenvs.2020.00046,2024-01-26T11:15:38.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,State Tagging for Improved Earth and Environmental Data Quality Assurance,"[['Chak-Hau Michael', 'Tso'], ['Peter', 'Henrys'], ['Susannah', 'Rennie'], ['John', 'Watkins']]",journal-article,journal-article,"[[2020, 5, 6]]",10.3389/fenvs.2020.00046,Environmental Information Data Centre (EIDC)
10.5285/393a5946-8a22-4350-80f3-a60d753beb00,"Surface temperature, surface oxygen, water clarity, water chemistry and phytoplankton chlorophyll a data from Blelham Tarn, 1945 to 2013","['Maberly, S.C.', 'Brierley, B.', 'Carter, H.T.', 'Clarke, M.A.', 'De Ville, M.M.', 'Fletcher, J.M.', 'James, J.B.', 'Keenan, P.', 'Kelly, J.L.', 'Mackay, E.B.', 'Parker, J.E.', 'Patel, M.', 'Pereira, M.G.', 'Rhodes, G.', 'Tanna, B.', 'Thackeray, S.J.', 'Vincent, C.', 'Feuchtmayr, H.']",2017,"[{'date': '2017-04-28', 'dateType': 'Submitted'}, {'date': '2013-12-31', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-05-03T10:04:18.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.5194/egusphere-egu2020-4613,2024-01-26T11:15:38.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,State tagging for improved earth and environmental data quality assurance,"[['Michael', 'Tso'], ['Peter', 'Henrys'], ['Susannah', 'Rennie'], ['John', 'Watkins']]",posted-content,posted-content,"[[2020, 3, 9]]",10.5194/egusphere-egu2020-4613,Environmental Information Data Centre (EIDC)
10.5285/456c24dd-0fe8-46c0-8ba5-855c001bc05f,UK Environmental Change Network (ECN) soil solution chemistry data: 1992-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015,"[{'date': '2015-02-25', 'dateType': 'Submitted'}, {'date': '2015', 'dateType': 'Issued'}]",2015-09-22T10:16:17.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecolind.2015.11.033,2021-03-16T15:20:18.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"Identifying DOC gains and losses during a 20-year record in the Trout Beck catchment, Moor House, UK","[['C.S.', 'Moody'], ['F.', 'Worrall'], ['T.P.', 'Burt']]",journal-article,journal-article,"[[2015, 12, 15]]",10.1016/j.ecolind.2015.11.033,Environmental Information Data Centre (EIDC)
10.5285/456c24dd-0fe8-46c0-8ba5-855c001bc05f,UK Environmental Change Network (ECN) soil solution chemistry data: 1992-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015,"[{'date': '2015-02-25', 'dateType': 'Submitted'}, {'date': '2015', 'dateType': 'Issued'}]",2015-09-22T10:16:17.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecolind.2015.12.028,2021-03-16T15:20:18.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Fine-scale temporal characterization of trends in soil water dissolved organic carbon and potential drivers,"[['K.', 'Sawicka'], ['D.T.', 'Monteith'], ['E.I.', 'Vanguelova'], ['A.J.', 'Wade'], ['J.M.', 'Clark']]",journal-article,journal-article,"[[2016, 2, 8]]",10.1016/j.ecolind.2015.12.028,Environmental Information Data Centre (EIDC)
