data_doi,data_title,data_authors,publicationYear,dates,registered,source-id,relation-type-id,subj_id,occurred-at,Page endpoint,pub_Title,pub_authors,publisher,pub_type,pub_date,pub_doi,data_publisher
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1371/journal.pone.0247850,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Ecological restoration of agricultural land can improve its contribution to economic development,"[['Adrian C.', 'Newton'], ['Paul M.', 'Evans'], ['Stephen C. L.', 'Watson'], ['Lucy E.', 'Ridding'], ['Steven', 'Brand'], ['Morag', 'McCracken'], ['Arjan S.', 'Gosal'], ['James. M.', 'Bullock']]",journal-article,journal-article,"[[2021, 3, 5]]",10.1371/journal.pone.0247850,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1371/journal.pone.0269790,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Under the influence of nature: The contribution of natural capital to tourism spend,"[['Alice', 'Fitch'], ['Jake', 'Kuyer'], ['Natalya', 'Kharadi'], ['Jacob', 'Gower'], ['Caroline', 'Roberts'], ['Nicola', 'Dewey'], ['Stephen', 'Hull'], ['Laurence', 'Jones']]",journal-article,journal-article,"[[2022, 6, 22]]",10.1371/journal.pone.0269790,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1111/cobi.13906,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Ecological and economic implications of alternative metrics in biodiversity offset markets,"[['Katherine Hannah', 'Simpson'], ['Frans P.', 'de Vries'], ['Martin', 'Dallimer'], ['Paul R.', 'Armsworth'], ['Nick', 'Hanley']]",journal-article,journal-article,"[[2022, 3, 15]]",10.1111/cobi.13906,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1029/2019wr025583,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Real‐Time Flood Forecasting Based on a High‐Performance 2‐D Hydrodynamic Model and Numerical Weather Predictions,"[['Xiaodong', 'Ming'], ['Qiuhua', 'Liang'], ['Xilin', 'Xia'], ['Dingmin', 'Li'], ['Hayley J.', 'Fowler']]",journal-article,journal-article,"[[2020, 5, 17]]",10.1029/2019wr025583,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1111/1365-2664.13785,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Evaluating spatially explicit sharing‐sparing scenarios for multiple environmental outcomes,"[['Tom', 'Finch'], ['Brett H.', 'Day'], ['Dario', 'Massimino'], ['John W.', 'Redhead'], ['Rob H.', 'Field'], ['Andrew', 'Balmford'], ['Rhys E.', 'Green'], ['Will J.', 'Peach']]",journal-article,journal-article,"[[2020, 11, 16]]",10.1111/1365-2664.13785,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1111/acv.12672,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Upland rush management advocated by agri‐environment schemes increases predation of artificial wader nests,"[['L. A.', 'Kelly'], ['D. J. T.', 'Douglas'], ['M. P.', 'Shurmer'], ['K. L.', 'Evans']]",journal-article,journal-article,"[[2021, 2, 8]]",10.1111/acv.12672,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1111/acv.12678,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Effects of experimental land management on habitat use by Eurasian Stone‐curlews,"[['R. W.', 'Hawkes'], ['J.', 'Smart'], ['A.', 'Brown'], ['R. E.', 'Green'], ['H.', 'Jones'], ['P. M.', 'Dolman']]",journal-article,journal-article,"[[2021, 2, 26]]",10.1111/acv.12678,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.3368/le.97.4.031420-0038r1,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Valuing the Environmental Benefits of Canals and Canal Restoration Using House Prices,"[['Stephen', 'Gibbons'], ['Cong', 'Peng'], ['Cheng Keat', 'Tang']]",journal-article,journal-article,"[[2021, 10, 20]]",10.3368/le.97.4.031420-0038r1,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1093/qopen/qoab004,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Incentivising biodiversity net gain with an offset market,"[['Katherine', 'Simpson'], ['Nick', 'Hanley'], ['Paul', 'Armsworth'], ['Frans', 'de Vries'], ['Martin', 'Dallimer']]",journal-article,journal-article,"[[2021, 2, 23]]",10.1093/qopen/qoab004,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.5194/acp-19-1665-2019,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Characterisation and source identification of biofluorescent aerosol emissions over winter and summer periods in the United Kingdom,"[['Elizabeth', 'Forde'], ['Martin', 'Gallagher'], ['Virginia', 'Foot'], ['Roland', 'Sarda-Esteve'], ['Ian', 'Crawford'], ['Paul', 'Kaye'], ['Warren', 'Stanley'], ['David', 'Topping']]",journal-article,journal-article,"[[2019, 2, 8]]",10.5194/acp-19-1665-2019,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1109/tgrs.2022.3175256,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Retrieval of Sub-Kilometric Relative Surface Soil Moisture With Sentinel-1 Utilizing Different Backscatter Normalization Factors,"[['William', 'Maslanka'], ['Keith', 'Morrison'], ['Kevin', 'White'], ['Anne', 'Verhoef'], ['Joanna', 'Clark']]",journal-article,journal-article,"[[2022, 5, 16]]",10.1109/tgrs.2022.3175256,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.3311/floodrisk2020.5.1,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Improving urban flood estimation and flood risk assessment using landscape metrics ,"[['James', 'Miller'], ['Gianni', 'Vesuviano'], ['Elizabeth', 'Stewart']]",proceedings-article,proceedings-article,"[[2021, 3, 10]]",10.3311/floodrisk2020.5.1,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.3390/ijgi11030177,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Uncertainty of Historic GLAD Forest Data in Temperate Climates and Implications for Forest Change Modelling,"[['Clare', 'Price'], ['Paul', 'Elsner']]",journal-article,journal-article,"[[2022, 3, 7]]",10.3390/ijgi11030177,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1038/s42003-020-01562-4,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Shifts in honeybee foraging reveal historical changes in floral resources,"[['Laura', 'Jones'], ['Georgina L.', 'Brennan'], ['Abigail', 'Lowe'], ['Simon', 'Creer'], ['Col R.', 'Ford'], ['Natasha', 'de Vere']]",journal-article,journal-article,"[[2021, 1, 14]]",10.1038/s42003-020-01562-4,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.biocon.2021.109332,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"Honeybee pollination benefits could inform solar park business cases, planning decisions and environmental sustainability targets","[['Alona', 'Armstrong'], ['Lauren', 'Brown'], ['Gemma', 'Davies'], ['J. Duncan', 'Whyatt'], ['Simon G.', 'Potts']]",journal-article,journal-article,"[[2021, 10, 14]]",10.1016/j.biocon.2021.109332,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.scitotenv.2020.143312,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Using remote sensing to assess peatland resilience by estimating soil surface moisture and drought recovery,"[['K.J.', 'Lees'], ['R.R.E.', 'Artz'], ['D.', 'Chandler'], ['T.', 'Aspinall'], ['C.A.', 'Boulton'], ['J.', 'Buxton'], ['N.R.', 'Cowie'], ['T.M.', 'Lenton']]",journal-article,journal-article,"[[2020, 11, 4]]",10.1016/j.scitotenv.2020.143312,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.scitotenv.2021.146199,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,An assessment of urban horticultural soil quality in the United Kingdom and its contribution to carbon storage,"[['Miriam C.', 'Dobson'], ['Marta', 'Crispo'], ['Roscoe S.', 'Blevins'], ['Philip H.', 'Warren'], ['Jill L.', 'Edmondson']]",journal-article,journal-article,"[[2021, 3, 5]]",10.1016/j.scitotenv.2021.146199,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.scitotenv.2022.153824,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"Exploring the effects of land management change on productivity, carbon and nutrient balance: Application of an Ensemble Modelling Approach to the upper River Taw observatory, UK","[['Kirsty L.', 'Hassall'], ['Kevin', 'Coleman'], ['Prakash N.', 'Dixit'], ['Steve J.', 'Granger'], ['Yusheng', 'Zhang'], ['Ryan T.', 'Sharp'], ['Lianhai', 'Wu'], ['Andrew P.', 'Whitmore'], ['Goetz M.', 'Richter'], ['Adrian L.', 'Collins'], ['Alice E.', 'Milne']]",journal-article,journal-article,"[[2022, 2, 16]]",10.1016/j.scitotenv.2022.153824,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.agee.2020.107271,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"Historical, local and landscape factors determine the success of grassland restoration for arthropods","[['B.A.', 'Woodcock'], ['R.F.', 'Pywell'], ['N.A.', 'Macgregor'], ['M.E.', 'Edwards'], ['J.', 'Redhead'], ['L.E.', 'Ridding'], ['P.', 'Batáry'], ['M.', 'Czerwiński'], ['S.', 'Duffield']]",journal-article,journal-article,"[[2020, 12, 7]]",10.1016/j.agee.2020.107271,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.agee.2021.107485,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Active management of wildflower strips in commercial sweet cherry orchards enhances natural enemies and pest regulation services,"[['Zeus', 'Mateos-Fierro'], ['Michelle T.', 'Fountain'], ['Michael P.D.', 'Garratt'], ['Kate', 'Ashbrook'], ['Duncan B.', 'Westbury']]",journal-article,journal-article,"[[2021, 5, 14]]",10.1016/j.agee.2021.107485,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.agee.2021.107755,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Does agri-environment scheme participation in England increase pollinator populations and crop pollination services?,"[['Mike', 'Image'], ['Emma', 'Gardner'], ['Yann', 'Clough'], ['Henrik G.', 'Smith'], ['Katherine C.R.', 'Baldock'], ['Alistair', 'Campbell'], ['Mike', 'Garratt'], ['Mark A.K.', 'Gillespie'], ['William E.', 'Kunin'], ['Megan', 'McKerchar'], ['Jane', 'Memmott'], ['Simon G.', 'Potts'], ['Deepa', 'Senapathi'], ['Graham N.', 'Stone'], ['Felix', 'Wackers'], ['Duncan B.', 'Westbury'], ['Andrew', 'Wilby'], ['Tom H.', 'Oliver'], ['Tom D.', 'Breeze']]",journal-article,journal-article,"[[2021, 11, 18]]",10.1016/j.agee.2021.107755,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.jrurstud.2019.08.002,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,The paradox of mobility for older people in the rural-urban fringe,"[['Adam', 'Peacock'], ['Simon', 'Pemberton']]",journal-article,journal-article,"[[2019, 8, 13]]",10.1016/j.jrurstud.2019.08.002,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecolind.2020.106131,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Combining bioacoustics and occupancy modelling for improved monitoring of rare breeding bird populations,"[['Carlos', 'Abrahams'], ['Matthew', 'Geary']]",journal-article,journal-article,"[[2020, 2, 5]]",10.1016/j.ecolind.2020.106131,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecoser.2020.101065,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,The influence of land cover data on farm-scale valuations of natural capital,"[['Thomas', 'Burke'], ['J. Duncan', 'Whyatt'], ['Clare', 'Rowland'], ['G. Alan', 'Blackburn'], ['Jon', 'Abbatt']]",journal-article,journal-article,"[[2020, 1, 29]]",10.1016/j.ecoser.2020.101065,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecoser.2020.101145,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Biodiversity and ecosystem services net gain assessment: A comparison of metrics,"[['Alistair', 'McVittie'], ['Michela', 'Faccioli']]",journal-article,journal-article,"[[2020, 6, 30]]",10.1016/j.ecoser.2020.101145,Environmental Information Data Centre (EIDC)
10.5285/6c6c9203-7333-4d96-88ab-78925e7a4e73,"Land Cover Map 2015 (vector, GB)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",2017,"[{'date': '2017-04-12', 'dateType': 'Submitted'}, {'date': '2017-03-01', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-04-12T14:09:07.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.ecolind.2021.108463,2024-04-20T16:25:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=1&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Effects of improved land-cover mapping on predicted ecosystem service outcomes in a lowland river catchment,"[['Max', 'Rayner'], ['Heiko', 'Balzter'], ['Laurence', 'Jones'], ['Mick', 'Whelan'], ['Chris', 'Stoate']]",journal-article,journal-article,"[[2021, 12, 9]]",10.1016/j.ecolind.2021.108463,Environmental Information Data Centre (EIDC)
