relationshipType,pubTitle,pubDate,pubID,datasetDOI,datasetTitle,datasetAuthors,datasetPublisher,pubAuthors_processed,PubType
IsRelatedTo,Toward User-Driven Algorithm Auditing: Investigating users’ strategies for uncovering harmful algorithmic behavior,2022-04-29,10.1145/3491102.3517441,10.5285/b79e887e-a2a7-4224-8fd7-e78066b950b3,"Land Cover Map 2000 (vector, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G.', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T.', 'Rothery, P.', 'Gerard, F.F.']",Environmental Information Data Centre (EIDC),"['Alicia DeVos', 'Aditi Dhabalia', 'Hong Shen', 'Kenneth Holstein', 'Motahhare Eslami']",proceedings-article
IsRelatedTo,TEMEL EĞİTİM PROGRAMLARINDA TASARRUF KÜLTÜRÜNE DİSİPLİNLERARASI BAKIŞ,2021-12-29,10.38122/ased.52.1,10.5285/b79e887e-a2a7-4224-8fd7-e78066b950b3,"Land Cover Map 2000 (vector, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G.', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T.', 'Rothery, P.', 'Gerard, F.F.']",Environmental Information Data Centre (EIDC),"['Ramazan ÇEKEN', 'Gülin KESİK']",journal-article
IsRelatedTo,When Algorithms Recommend What’s New(s): New Dynamics of Decision-Making and Autonomy in Newsgathering,2021-11-18,10.17645/mac.v9i4.4173,10.5285/b79e887e-a2a7-4224-8fd7-e78066b950b3,"Land Cover Map 2000 (vector, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G.', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T.', 'Rothery, P.', 'Gerard, F.F.']",Environmental Information Data Centre (EIDC),"['Hannes Cools', 'Michaël Opgenhaffen', 'Baldwin Van Gorp']",journal-article
IsRelatedTo,"Petrogenesis of a calc-alkaline lamprophyre (minette) from Thanewasna, Western Bastar Craton, Central India: insights from mineral, bulk rock and in-situ trace element geochemistry",2021-05-12,10.1144/sp513-2020-258,10.5285/b79e887e-a2a7-4224-8fd7-e78066b950b3,"Land Cover Map 2000 (vector, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G.', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T.', 'Rothery, P.', 'Gerard, F.F.']",Environmental Information Data Centre (EIDC),"['Srinivas Rao Baswani', 'Vivek P. Malviya', 'Rajkumar Meshram', 'Tushar Meshram', 'Kirtikumar Randive', 'Mahesh Korakoppa', 'M. L. Dora']",journal-article
IsRelatedTo,Research note: Tiplines to uncover misinformation on encrypted platforms: A case study of the 2019 Indian general election on WhatsApp,2022-01-31,10.37016/mr-2020-91,10.5285/b79e887e-a2a7-4224-8fd7-e78066b950b3,"Land Cover Map 2000 (vector, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G.', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T.', 'Rothery, P.', 'Gerard, F.F.']",Environmental Information Data Centre (EIDC),"['Kazemi, A', 'Garimella, K', 'Shahi, GK', 'Gaffney, D', 'Hale, SA']",journal-article
IsRelatedTo,Childhood type 1 diabetes: an environment-wide association study across England,2019-10-21,10.1007/s00125-020-05087-7,10.5285/b79e887e-a2a7-4224-8fd7-e78066b950b3,"Land Cover Map 2000 (vector, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G.', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T.', 'Rothery, P.', 'Gerard, F.F.']",Environmental Information Data Centre (EIDC),"['Annalisa Sheehan', 'Annalisa Sheehan', 'Paul Elliott', 'Susan Hodgson', 'Anna Freni Sterrantino', 'Daniela Fecht']",journal-article
IsRelatedTo,1915 Çanakkale Köprüsü’nün Biga ve Bandırma’ya Yönelik Sektörel Etkileri,2022-01-19,10.30692/sisad.1020020,10.5285/b79e887e-a2a7-4224-8fd7-e78066b950b3,"Land Cover Map 2000 (vector, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G.', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T.', 'Rothery, P.', 'Gerard, F.F.']",Environmental Information Data Centre (EIDC),['Davut ATMACA'],journal-article
IsRelatedTo,Combination of digital resources in the learning of English during the confinement period,2022-08-31,10.36799/el.v7i2.121,10.5285/b79e887e-a2a7-4224-8fd7-e78066b950b3,"Land Cover Map 2000 (vector, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G.', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T.', 'Rothery, P.', 'Gerard, F.F.']",Environmental Information Data Centre (EIDC),['Kristian Armando Pineda Castillo'],journal-article
IsRelatedTo,Research Trends on Digital Games and Gamification in Nursing Education,2022-09-14,10.18009/jcer.1175412,10.5285/b79e887e-a2a7-4224-8fd7-e78066b950b3,"Land Cover Map 2000 (vector, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G.', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T.', 'Rothery, P.', 'Gerard, F.F.']",Environmental Information Data Centre (EIDC),"['Sevinç MEŞE', 'Can MEŞE']",journal-article
IsRelatedTo,Model complexity affects species distribution projections under climate change,2020-01-01,10.1111/jbi.13734,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Philipp Georg Brun', 'Zhiheng Wang', 'Loïc Pellissier', 'Niklaus E. Zimmermann', 'Rafael O. Wüest', 'Yohann Chauvier', 'Wilfried Thuiller']",journal-article
IsRelatedTo,The Met Office Unified Model Global Atmosphere 7.0/7.1 and JULES Global Land 7.0 configurations,2019-05-14,20.500.11820/d3a6dec5-dee8-4715-9cd6-b508c9da000f,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['D. Walters', 'A. J. Baran', 'A. J. Baran', 'I. Boutle', 'M. Brooks', 'P. Earnshaw', 'J. Edwards', 'K. Furtado', 'P. Hill', 'A. Lock', 'J. Manners', 'C. Morcrette', 'J. Mulcahy', 'C. Sanchez', 'C. Smith', 'R. Stratton', 'W. Tennant', 'L. Tomassini', 'K. Van Weverberg', 'S. Vosper', 'M. Willett', 'J. Browse', 'A. Bushell', 'K. Carslaw', 'M. Dalvi', 'R. Essery', 'N. Gedney', 'S. Hardiman', 'B. Johnson', 'C. Johnson', 'A. Jones', 'C. Jones', 'G. Mann', 'G. Mann', 'S. Milton', 'H. Rumbold', 'A. Sellar', 'M. Ujiie', 'M. Whitall', 'K. Williams', 'M. Zerroukat']",not a doi
IsRelatedTo,Challenges in scaling up greenhouse gas fluxes: experience from the UK Greenhouse Gas Emissions and Feedbacks Program,2022-05-01,20.500.11820/ec2c4f68-576a-4e26-b7c1-95d7bb077e22,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Peter Levy', 'Robert Clement', 'Nick Cowan', 'Ben Keane', 'Vasilis Myrgiotis', 'Marcel van Oijen', 'T. Luke Smallman', 'Sylvia Toet', 'Mathew Williams']",not a doi
IsRelatedTo,Analysis of the Spatial Variation of Soil Salinity and Its Causal Factors in China’s Minqin Oasis,2017-01-01,10.1155/2017/9745264,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Tsugiyuki Masunaga', 'Atsushi Tsunekawa', 'Tao Wang', 'Tana Qian']",journal-article
IsRelatedTo,Using GRACE to derive corrections to precipitation data sets and improve modelled snow mass at high latitudes,2019-03-27,10.5194/hess-2019-109,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Douglas B. Clark', 'Emma L. Robinson']",posted-content
IsRelatedTo,Model complexity affects species distribution projections under climate change,2020-01-01,10.1111/jbi.13734,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Philipp Georg Brun', 'Zhiheng Wang', 'Loïc Pellissier', 'Niklaus E. Zimmermann', 'Rafael O. Wüest', 'Yohann Chauvier', 'Wilfried Thuiller']",journal-article
IsRelatedTo,Using GRACE to derive corrections to precipitation data sets and improve modelled snow mass at high latitudes,2019-03-27,10.5194/hess-2019-109,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Douglas B. Clark', 'Emma L. Robinson']",posted-content
IsRelatedTo,High-resolution global topographic index values for use in large-scale hydrological modelling.,2018-09-27,10.5194/hess-19-91-2015,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Simon Dadson', 'Simon Abele', 'Toby R. Marthews', 'Nicola Gedney', 'Bernhard Lehner']",journal-article
IsRelatedTo,Large-scale early-wilting response of Central European forests to the 2018 extreme drought.,2020-10-22,10.1111/gcb.15360,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Niklaus E. Zimmermann', 'Achilleas Psomas', 'Massimiliano Zappa', 'Philipp Georg Brun', 'Christian Ginzler', 'Wilfried Thuiller']",journal-article
IsRelatedTo,Using Gravity Recovery and Climate Experiment data to derive corrections to precipitation data sets and improve modelled snow mass at high latitudes,2020-04-01,10.5194/hess-24-1763-2020,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Douglas B. Clark', 'Emma L. Robinson']",journal-article
IsRelatedTo,A global flood risk modeling framework built with climate models and machine learning,2021-04-01,10.1029/2020ms002221,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['David A. Carozza', 'Mathieu Boudreault']",journal-article
IsRelatedTo,Role of regional wetland emissions in atmospheric methane variability,2016-11-16,10.1002/2016gl070649,10.5285/6b0c4358-2bf3-4924-aa8f-793d468b92be,High-resolution global topographic index values,"['Marthews, T.R.', 'Dadson, S.J.', 'Lehner, B.', 'Abele, S.', 'Gedney, N.']",Environmental Information Data Centre (EIDC),"['Garry Hayman', 'Nicola Gedney', 'Martyn P. Chipperfield', 'Edward Comyn-Platt', 'Joey McNorton', 'Robert J. Parker', 'Emanuel Gloor', 'Toby R. Marthews', 'Hartmut Boesch', 'Chris Wilson']",journal-article
IsRelatedTo,Gamificación: Reflexiones teóricas desde el enfoque empresarial / Gamification: Theoretical Reflections from a Business Approach,2021-03-18,10.46652/rgn.v6i27.766,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Dayana Sofia Barros-Pozo Lcda.', 'Ricardo Patricio Medina-Chicaiza Mtr.']",journal-article
IsRelatedTo,Профессиональные табу в деятельности политических консультантов,2021-01-01,10.17976/jpps/2021.01.11,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),[],journal-article
IsRelatedTo,Sınıf Öğretmeni Adaylarına Göre Geleneksel Çocuk Oyunları,2022-12-25,10.34234/ded.1166387,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Mustafa EROL', 'Mehmet Umut AKBAKLA', 'Nuray KARABIÇAK']",journal-article
IsRelatedTo,The effect of philanthropic organizations’ culture on employee performance through organizational commitment and organization citizenship behavior as intervening variables,2021-05-01,10.20525/ijrbs.v10i3.1124,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Noemijati Noemijati', 'Taufiqurrahman Taufiqurrahman', 'Desi Tri Kurniawati']",journal-article
IsRelatedTo,Stochastic simulation with informed rotations of Gaussian quadratures,2022-03-18,10.1080/09535314.2022.2045258,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Davit Stepanyan', 'Georg Zimmermann', 'Harald Grethe']",journal-article
IsRelatedTo,"""Kochanie, dlaczego jesteś singlem?"" Powody pozostawania w stanie wolnym na podstawie badań zrealizowanych w Brazylii",2021-12-03,10.18778/0208-600x.78.05,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Darlane Silva Vieira Andrade', 'Maria Gabriela Hita']",journal-article
IsRelatedTo,Antrenörlerin Öz Yeterlilik ve Antrenörlüğe Yönelik Tutum Düzeyleri Arasındaki İlişkinin İncelenmesi,2022-04-02,10.37989/gumussagbil.1097639,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Cemil SAĞLAM', 'Abdulkerim ÇEVİKER']",journal-article
IsRelatedTo,ENDÜSTRİ MÜHENDİSLİĞİ ÖĞRENCİLERİNİN UZAKTAN EĞİTİM MEMNUNİYETİNİ ETKİLEYEN FAKTÖRLERİN YAPISAL EŞİTLİK MODELİ İLE İNCELENMESİ,2021-12-01,10.31796/ogummf.933440,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Meryem ULUSKAN', 'Gizem DURAL', 'Hurican CİNKARA']",journal-article
IsRelatedTo,Use of Massively Multiplayer Online Games in English and Business Courses in Higher Education – Administrator and Faculty Perceptions,2022-01-14,10.4018/ijgbl.294011,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),['Papia Bawa'],journal-article
IsRelatedTo,Thorough a specific didactic in the ergonomics’ class for a Mexican university,2020-05-18,10.54167/tch.v13i2.522,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Héctor Daniel Molina Ruiz', 'Cruz García Lirios', 'Javier Carreón Guillén', 'Mónica García Munguía', 'Arturo Sánchez Sánchez']",journal-article
IsRelatedTo,Review: Medical Waste Management for Covid19,2020-09-01,10.20473/jkl.v12i1si.2020.104-120,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Hendri Sutrisno', 'Fitriana Meilasari']",journal-article
IsRelatedTo,"Teknoloji, Eğitim ve Ekonomik Büyüme Arasındaki İlişki: MENA Ülkeleri Üzerine Bir Uygulama",2022-03-30,10.18037/ausbd.1181513,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Nadide Elif GÖZEN', 'Türker ŞİMŞEK']",journal-article
IsRelatedTo,La educación artística como propuesta interdisciplinar para la acción educativa. El aula de infantil de 4 años,2021-12-21,10.46498/reduipb.v25i3.1511,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['David Mascarell Palau', 'Lara Cardona Rojas']",journal-article
IsRelatedTo,Nuevos registros de abejas megachilidas (Hymenoptera: Megachilidae) para Colombia,2022-10-27,10.15381/rpb.v29i4.22935,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Diego A. Guevara', 'Rodulfo Ospina-Torres', 'Victor H. Gonzalez']",journal-article
IsRelatedTo,"Estudios de grado, master y doctorado en Comunicación en España tras los 50 años de su instauración",2022-02-08,10.3145/epi.2022.ene.09,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Antonio Castillo-Esparcia', 'Isabel Ruiz-Mora', 'Alejandro Álvarez Nobell']",journal-article
IsRelatedTo,"Work-related stress and associated factors among garment workers in Bole Lemi Industrial Park of Addis Ababa, Ethiopia: a multi-center institution-based cross-sectional study",2022-12-19,10.1186/s12888-022-04460-7,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Tsegaye Adane Birhan', 'Muche Ambissa', 'Tadesse Guadu Delele', 'Henok Dagne']",journal-article
IsRelatedTo,Coping Distress through Harvesting Resilience Among Indian Physicians: Role of Mediating–Moderating Variables,2022-07-12,10.1177/09720634221109307,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Shalini Srivastava', 'Richa Misra', 'Prasoon Mani Tripathi']",journal-article
IsRelatedTo,TÜRKİYE'DE DIŞ TİCARETİN EKONOMİK BÜYÜME ÜZERİNDEKİ ETKİSİNİN AMPİRİK ANALİZİ,2022-11-01,10.18092/ulikidince.1144391,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Ömer YILMAZ', 'Muzaffer ALBAYRAK']",journal-article
IsRelatedTo,"Posterior urethral valves: 10 years audit of epidemiologic, diagnostic and therapeutic aspects in Yaoundé gynaeco-obstetric and paediatric hospital",2018-05-01,10.1186/s12894-018-0364-1,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Paul Nkemtendong Tolefac', 'Fru Fobuzshi Angwafo', 'Marcelin Ngowe Ngowe', 'Faustin Félicien Mouafo Tambo', 'Jacqueline Ze Minkande', 'Neville Alemnju Telelen', 'Georgette Guemkam', 'Landry Mbouche', 'Aurelien Maurice Sosso']",journal-article
IsRelatedTo,Relación cooperativa entre docentes y padres de estudiantes con discapacidad,2019-03-01,10.11144/javeriana.m12-24.rcdp,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Johana Elizabeth Cerón-Bastidas', 'Mario Andrés Ernesto Martín-Padilla', 'Luz Mélida Montaño-Contreras']",journal-article
IsRelatedTo,DEVELOPMENT AND VALIDATION OF AN INDUSTRY 4.0 ADAPTATION POTENTIAL SCALE (4IRAPS),2021-05-01,10.3846/tede.2021.14513,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),['Fikret Sözbilir'],journal-article
IsRelatedTo,Katılımcı İnternet Sözlüklerinde Tahsin Yücel: Bir Web-portre Denemesi,2022-12-07,10.29110/soylemdergi.1169829,10.5285/507a5e1f-e056-454c-8ff6-d185f3da8556,"Water chemistry, hydrology and fluvial carbon data for two Amazonian small streams","['Vihermaa, L. E.', 'Waldron, S.']",Environmental Information Data Centre (EIDC),"['Cansu AVCI', 'Erdoğan KARTAL']",journal-article
IsRelatedTo,Spatial distributions of Southern Ocean mesozooplankton communities have been resilient to long-term surface warming,2017-02-28,10.1111/gcb.13834,10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",Polar Data Centre (PDC),"['Sally E. Thorpe', 'Peter Ward', 'Geraint A. Tarling']",journal-article
IsRelatedTo,Effects of acute ocean acidification on spatially-diverse polar pelagic foodwebs: Insights from on-deck microcosms,2016-05-01,10.1016/j.dsr2.2016.02.008,10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",Polar Data Centre (PDC),"['N. S. Ensor', 'N. S. Ensor', 'Mikhail V. Zubkov', 'Eithne Tynan', 'Eric P. Achterberg', 'Eric P. Achterberg', 'Victoria L Peck', 'Alex J. Poulton', 'Geraint A. Tarling', 'Peter Ward', 'Elaine Mitchell']",journal-article
IsRelatedTo,Seasonal trophic structure of the Scotia Sea pelagic ecosystem considered through biomass spectra and stable isotope analysis,2012-01-01,10.1016/j.dsr2.2011.07.002,10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",Polar Data Centre (PDC),"['Hugh J. Venables', 'Meng Zhou', 'Peter Ward', 'Geraint A. Tarling', 'Gabriele Stowasser', 'Alex J. Poulton', 'Rona A. R. McGill', 'Eugene J. Murphy']",journal-article
IsRelatedTo,Temporal changes in abundances of large calanoid copepods in the Scotia Sea: comparing the 1930s with contemporary times,2018-07-06,10.1007/s00300-018-2369-3,10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",Polar Data Centre (PDC),"['Peter Ward', 'Sally E. Thorpe', 'Geraint A. Tarling']",journal-article
IsRelatedTo,Predatory impact of the myctophid fish community on zooplankton in the Scotia Sea (Southern Ocean),2015-12-15,10.3354/meps11527,10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",Polar Data Centre (PDC),"['Simeon L. Hill', 'Martin A. Collins', 'Rachael S. Shreeve', 'Peter Ward', 'Geraint A. Tarling', 'Gabriele Stowasser', 'Ryan A. Saunders']",journal-article
IsRelatedTo,Comparing Bongo net and N70 mesozooplankton catches: using a reconstruction of an original net to quantify historical plankton catch data,2012-02-28,10.1007/s00300-012-1163-x,10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",Polar Data Centre (PDC),"['Peter Enderlein', 'Peter Ward', 'S. H. Coombs', 'Geraint A. Tarling']",journal-article
IsRelatedTo,Preface to special issue (Impacts of surface ocean acidification in polar seas and globally: a field-based approach),2016-05-01,10.1016/j.dsr2.2016.02.009,10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",Polar Data Centre (PDC),"['Toby Tyrrell', 'Raymond J.G. Leakey', 'C. Mark Moore', 'Sally E. Thorpe', 'Gemma Cripps', 'Geraint A. Tarling', 'Sophie Richier']",journal-article
IsRelatedTo,Mesozooplankton community structure and variability in the Scotia Sea: A seasonal comparison,2012-01-01,10.1016/j.dsr2.2011.07.004,10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",Polar Data Centre (PDC),"['Angus Atkinson', 'Peter Ward', 'Geraint A. Tarling']",journal-article
IsRelatedTo,Mesozooplankton in the Southern Ocean: Spatial and temporal patterns from Discovery Investigations,2014-01-01,10.1016/j.pocean.2013.10.011,10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",Polar Data Centre (PDC),"['Peter Ward', 'Sally E. Thorpe', 'Geraint A. Tarling']",journal-article
